idx,code,pos,school,rom_n,rom_c,rom_f,mat_n,mat_c,mat_f,mat_lang,mat_lang_n,mat_lang_c,mat_lang_f,media
2335,SB9385319,2335,ŞCOALA GIMNAZIALĂ NR. 3 CISNĂDIE,5.25,-,-,5.10,-,-,-,-,-,-,5.17
2336,SB8355610,2336,ŞCOALA GIMNAZIALĂ NR. 10 SIBIU,5.15,-,-,5.20,-,-,-,-,-,-,5.17
2337,SB9598638,2337,"ŞCOALA GIMNAZIALĂ ""STEPHAN LUDWIG ROTH"" MOŞNA",5.05,-,-,5.30,-,-,-,-,-,-,5.17
2338,SB12531230,2338,"ŞCOALA GIMNAZIALĂ ""IOAN SLAVICI"" SIBIU",4.35,-,-,6.00,-,-,-,-,-,-,5.17
2339,SB9597261,2339,"ŞCOALA GIMNAZIALĂ ""STEPHAN LUDWIG ROTH"" MOŞNA",4.35,-,-,6.00,-,-,-,-,-,-,5.17
2340,SB10476342,2340,ŞCOALA GIMNAZIALĂ NR. 25 SIBIU,6.65,-,-,3.65,-,-,-,-,-,-,5.15
2341,SB14983477,2341,"LICEUL TEHNOLOGIC ""IOAN LUPAŞ"" SĂLIŞTE",6.20,-,-,4.10,-,-,-,-,-,-,5.15
2342,SB10025199,2342,LICEUL TEHNOLOGIC MÂRŞA,5.80,-,-,4.50,-,-,-,-,-,-,5.15
2343,SB10289433,2343,"ŞCOALA GIMNAZIALĂ ""GEORG DANIEL TEUTSCH"" AGNITA",5.80,-,-,4.50,-,-,-,-,-,-,5.15
2344,SB9990967,2344,"LICEUL TEORETIC ""GUSTAV GÜNDISCH"" CISNĂDIE",5.40,-,-,6.25,-,-,Limba germana,3.80,-,-,5.15
2345,SB10290900,2345,ŞCOALA GIMNAZIALĂ BRADU,6.70,-,-,3.55,-,-,-,-,-,-,5.12
2346,SB9255331,2346,"ŞCOALA GIMNAZIALĂ ""BADEA CÎRŢAN"" CÂRŢIŞOARA",6.45,-,-,3.80,-,-,-,-,-,-,5.12
2347,SB10297390,2347,"ŞCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" MEDIAŞ",5.95,-,-,4.30,-,-,-,-,-,-,5.12
2348,SB10587011,2348,"ŞCOALA GIMNAZIALĂ ""ION ALBESCU"" BOIŢA",5.60,-,-,4.65,-,-,-,-,-,-,5.12
2349,SB10660738,2349,ŞCOALA GIMNAZIALĂ APOLDU DE JOS,5.60,-,-,4.65,-,-,-,-,-,-,5.12
2350,SB12241641,2350,ŞCOALA GIMNAZIALĂ TILIŞCA,5.25,-,-,5.00,-,-,-,-,-,-,5.12
2351,SB9520045,2351,ŞCOALA GIMNAZIALĂ OCNA SIBIULUI,7.20,-,-,3.00,-,-,-,-,-,-,5.10
2352,SB12619480,2352,"LICEUL ""TIMOTEI CIPARIU"" DUMBRĂVENI",5.90,-,-,4.30,-,-,-,-,-,-,5.10
2353,SB10272165,2353,ŞCOALA GIMNAZIALĂ BRUIU,5.80,-,-,4.40,-,-,-,-,-,-,5.10
2354,SB9113061,2354,"ŞCOALA GIMNAZIALĂ ""MARȚIAN NEGREA"" VALEA VIILOR",5.75,-,-,4.45,-,-,-,-,-,-,5.10
2355,SB10650033,2355,ŞCOALA GIMNAZIALĂ NR. 3 COPȘA MICĂ,5.40,-,-,4.80,-,-,-,-,-,-,5.10
2356,SB10406328,2356,"ŞCOALA GIMNAZIALĂ ""RADU SELEJAN"" SIBIU",5.15,5.85,5.85,4.30,4.35,4.35,-,-,-,-,5.10
2357,SB12874363,2357,ŞCOALA GIMNAZIALĂ NR. 10 SIBIU,3.95,-,-,6.25,-,-,-,-,-,-,5.10
2358,SB10602638,2358,ŞCOALA GIMNAZIALĂ NR. 4 MEDIAŞ,6.45,-,-,3.70,-,-,-,-,-,-,5.07
2359,SB9726321,2359,ŞCOALA GIMNAZIALĂ CRISTIAN,6.45,-,-,3.70,-,-,-,-,-,-,5.07
2360,SB8223537,2360,"ŞCOALA GIMNAZIALĂ ""SAMUIL MICU"" SADU",6.15,-,-,4.00,-,-,-,-,-,-,5.07
2361,SB10514965,2361,"LICEUL TEHNOLOGIC ""IOAN LUPAŞ"" SĂLIŞTE",5.45,-,-,4.70,-,-,-,-,-,-,5.07
2362,SB9537790,2362,"ŞCOALA GIMNAZIALĂ ""AUREL DECEI"" GURA RÂULUI",5.15,-,-,5.00,-,-,-,-,-,-,5.07
2363,SB10109893,2363,ŞCOALA GIMNAZIALĂ NR. 13 SIBIU,5.00,-,-,5.15,-,-,-,-,-,-,5.07
2364,SB8251755,2364,"ŞCOALA GIMNAZIALĂ ""SAMUIL MICU"" SADU",4.90,-,-,5.25,-,-,-,-,-,-,5.07
2365,SB10523673,2365,"LICEUL TEORETIC ""CONSTANTIN NOICA"" SIBIU",4.15,-,-,6.00,-,-,-,-,-,-,5.07
2366,SB10056681,2366,"LICEUL TEORETIC ""ROTH - OBERTH"" MEDIAŞ",5.00,-,-,5.00,-,-,Limba germana,5.20,-,-,5.06
2367,SB10500332,2367,ŞCOALA GIMNAZIALĂ NR. 21 SIBIU,7.10,-,-,3.00,-,-,-,-,-,-,5.05
2368,SB10320212,2368,ŞCOALA GIMNAZIALĂ NR. 4 MEDIAŞ,6.35,-,-,3.75,-,-,-,-,-,-,5.05
2369,SB9704480,2369,ŞCOALA GIMNAZIALĂ ALĂMOR,5.80,-,-,4.30,-,-,-,-,-,-,5.05
2370,SB9592018,2370,LICEUL DE ARTĂ SIBIU,5.70,6.10,6.10,4.00,4.00,4.00,-,-,-,-,5.05
2371,SB12211094,2371,"LICEUL TEORETIC ""GHEORGHE LAZĂR"" AVRIG",5.60,-,-,4.50,-,-,-,-,-,-,5.05
2372,SB8252148,2372,"ŞCOALA GIMNAZIALĂ ""SAMUIL MICU"" SADU",5.10,-,-,5.00,-,-,-,-,-,-,5.05
2373,SB8441104,2373,"ŞCOALA GIMNAZIALĂ ""CONSTANTIN IOAN MOTAŞ"" MEDIAŞ",5.10,-,-,5.00,-,-,-,-,-,-,5.05
2374,SB11054752,2374,ŞCOALA GIMNAZIALĂ NR. 21 SIBIU,4.80,-,-,5.30,-,-,-,-,-,-,5.05
2375,SB8356142,2375,ŞCOALA GIMNAZIALĂ NR. 13 SIBIU,4.45,-,-,5.65,-,-,-,-,-,-,5.05
2376,SB10319995,2376,ŞCOALA GIMNAZIALĂ NR. 4 MEDIAŞ,6.05,-,-,4.00,-,-,-,-,-,-,5.02
2377,SB11072201,2377,ŞCOALA GIMNAZIALĂ NR. 23 SIBIU,6.00,-,-,4.05,-,-,-,-,-,-,5.02
2378,SB12297001,2378,ŞCOALA GIMNAZIALĂ NR. 4 MEDIAŞ,5.45,-,-,4.60,-,-,-,-,-,-,5.02
2379,SB12333115,2379,ŞCOALA GIMNAZIALĂ BRĂDENI,5.45,-,-,4.60,-,-,-,-,-,-,5.02
2380,SB9530680,2380,ŞCOALA GIMNAZIALĂ NR. 21 SIBIU,5.10,-,-,4.95,-,-,-,-,-,-,5.02
2381,SB9420570,2381,ŞCOALA GIMNAZIALĂ BRADU,6.30,-,-,3.70,-,-,-,-,-,-,5.00
2382,SB12128248,2382,"LICEUL TEORETIC ""CONSTANTIN NOICA"" SIBIU",5.90,-,-,4.10,-,-,-,-,-,-,5.00
2383,SB10497371,2383,ŞCOALA GIMNAZIALĂ ŞAROŞ PE TÂRNAVE,5.65,-,-,4.35,-,-,-,-,-,-,5.00
2384,SB9804879,2384,ŞCOALA GIMNAZIALĂ NR. 21 SIBIU,5.55,-,-,4.45,-,-,-,-,-,-,5.00
2385,SB10692840,2385,"ŞCOALA GIMNAZIALĂ ""IOAN SLAVICI"" SIBIU",5.40,-,-,4.60,-,-,-,-,-,-,5.00
2386,SB12071034,2386,ŞCOALA GIMNAZIALĂ BIERTAN,5.15,-,-,4.85,-,-,-,-,-,-,5.00
2387,SB9491101,2387,"ŞCOALA GIMNAZIALĂ ""ANDREI ȘAGUNA"" ŞURA MARE",5.00,-,-,5.00,-,-,-,-,-,-,5.00
2388,SB10295230,2388,"ŞCOALA GIMNAZIALĂ ""CONSTANTIN IOAN MOTAŞ"" MEDIAŞ",4.85,-,-,5.15,-,-,-,-,-,-,5.00
2389,SB10063102,2389,"LICEUL TEORETIC ""GHEORGHE LAZĂR"" AVRIG",6.65,-,-,3.30,3.30,3.30,-,-,-,-,4.97
2390,SB10391936,2390,ŞCOALA GIMNAZIALĂ POPLACA,6.60,-,-,3.35,-,-,-,-,-,-,4.97
2391,SB10406483,2391,"ŞCOALA GIMNAZIALĂ ""RADU SELEJAN"" SIBIU",6.55,-,-,3.30,3.40,3.40,-,-,-,-,4.97
2392,SB12211049,2392,ŞCOALA GIMNAZIALĂ AVRIG,5.45,-,-,4.50,-,-,-,-,-,-,4.97
2393,SB10069246,2393,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",4.95,-,-,5.00,-,-,-,-,-,-,4.97
2394,SB10306588,2394,"ŞCOALA GIMNAZIALĂ ""CIREŞARII"" MEDIAŞ",4.95,-,-,5.00,-,-,-,-,-,-,4.97
2395,SB9385154,2395,"ŞCOALA GIMNAZIALĂ ""GEORG DANIEL TEUTSCH"" AGNITA",4.95,-,-,5.00,-,-,-,-,-,-,4.97
2396,SB9942296,2396,"LICEUL TEHNOLOGIC ""IOAN LUPAŞ"" SĂLIŞTE",4.75,-,-,5.20,-,-,-,-,-,-,4.97
2397,SB9878839,2397,"ŞCOALA GIMNAZIALĂ ""ION POP RETEGANUL"" ORLAT",6.50,-,-,3.40,-,-,-,-,-,-,4.95
2398,SB10317427,2398,ŞCOALA GIMNAZIALĂ NR. 4 MEDIAŞ,6.20,-,-,3.70,-,-,-,-,-,-,4.95
2399,SB8955682,2399,ŞCOALA GIMNAZIALĂ NR. 4 MEDIAŞ,6.05,-,-,3.85,-,-,-,-,-,-,4.95
2400,SB10288257,2400,"ŞCOALA GIMNAZIALĂ ""GEORGE POPA"" MEDIAŞ",5.40,-,-,4.50,-,-,-,-,-,-,4.95
2401,SB10649163,2401,LICEUL TEHNOLOGIC CISNĂDIE,5.40,-,-,4.50,-,-,-,-,-,-,4.95
2402,SB9474523,2402,"ŞCOALA GIMNAZIALĂ ""AUREL DECEI"" GURA RÂULUI",5.40,-,-,4.50,-,-,-,-,-,-,4.95
2403,SB12130475,2403,"LICEUL TEHNOLOGIC ""JOHANNES LEBEL"" TĂLMACIU",5.10,-,-,4.80,-,-,-,-,-,-,4.95
2404,SB9420822,2404,ŞCOALA GIMNAZIALĂ BRADU,5.10,-,-,4.80,-,-,-,-,-,-,4.95
2405,SB10658639,2405,ŞCOALA GIMNAZIALĂ NOU,5.00,-,-,4.90,4.90,4.90,-,-,-,-,4.95
2406,SB10176812,2406,ŞCOALA GIMNAZIALĂ NR. 13 SIBIU,4.45,-,-,5.45,-,-,-,-,-,-,4.95
2407,SB10095424,2407,"LICEUL TEORETIC ""ROTH - OBERTH"" MEDIAŞ",4.20,-,-,4.65,-,-,Limba germana,6.00,-,-,4.95
2408,SB10420538,2408,ŞCOALA GIMNAZIALĂ CHIRPĂR,3.70,-,-,6.20,-,-,-,-,-,-,4.95
2409,SB10963157,2409,"ŞCOALA GIMNAZIALĂ ""AVIATOR IOAN SAVA"" ALŢINA",6.35,-,-,3.50,-,-,-,-,-,-,4.92
2410,SB12032450,2410,ŞCOALA GIMNAZIALĂ IGHIŞU NOU,6.35,-,-,3.50,-,-,-,-,-,-,4.92
2411,SB10047832,2411,ŞCOALA GIMNAZIALĂ ŞEICA MARE,5.85,-,-,4.00,-,-,-,-,-,-,4.92
2412,SB10351344,2412,ŞCOALA GIMNAZIALĂ NR. 1 SIBIU,5.75,-,-,4.10,-,-,-,-,-,-,4.92
2413,SB10437727,2413,ŞCOALA GIMNAZIALĂ NR. 8 SIBIU,5.75,-,-,4.10,-,-,-,-,-,-,4.92
2414,SB7502701,2414,ŞCOALA GIMNAZIALĂ NR. 21 SIBIU,5.55,-,-,4.30,-,-,-,-,-,-,4.92
2415,SB9860874,2415,"ŞCOALA GIMNAZIALĂ ""STEPHAN LUDWIG ROTH"" MOŞNA",5.30,-,-,4.55,-,-,-,-,-,-,4.92
2416,SB10045784,2416,"ŞCOALA GIMNAZIALĂ ""REGELE FERDINAND"" SIBIU",5.05,-,-,4.80,-,-,-,-,-,-,4.92
2417,SB3975351,2417,ŞCOALA GIMNAZIALĂ NR. 13 SIBIU,5.00,-,-,4.85,-,-,-,-,-,-,4.92
2418,SB10092576,2418,"LICEUL TEHNOLOGIC ""JOHANNES LEBEL"" TĂLMACIU",4.55,-,-,5.30,-,-,-,-,-,-,4.92
2419,SB9879307,2419,"ŞCOALA GIMNAZIALĂ ""ION POP RETEGANUL"" ORLAT",6.75,-,-,3.05,-,-,-,-,-,-,4.90
2420,SB8929371,2420,ŞCOALA GIMNAZIALĂ ŞAROŞ PE TÂRNAVE,6.10,-,-,3.70,-,-,-,-,-,-,4.90
2421,SB12320755,2421,ŞCOALA GIMNAZIALĂ JINA,5.80,-,-,4.00,-,-,-,-,-,-,4.90
2422,SB9929079,2422,"LICEUL TEORETIC ""GUSTAV GÜNDISCH"" CISNĂDIE",5.70,-,-,4.10,-,-,-,-,-,-,4.90
2423,SB9540109,2423,ŞCOALA GIMNAZIALĂ RÂU SADULUI,5.40,-,-,4.40,-,-,-,-,-,-,4.90
2424,SB10325457,2424,"ŞCOALA GIMNAZIALĂ ""CIREŞARII"" MEDIAŞ",5.30,-,-,4.50,-,-,-,-,-,-,4.90
2425,SB10393619,2425,"LICEUL TEHNOLOGIC ""ILIE MĂCELARIU"" MIERCUREA SIBIULUI",5.30,-,-,4.50,-,-,-,-,-,-,4.90
2426,SB10063029,2426,ŞCOALA GIMNAZIALĂ SĂCEL,5.10,-,-,4.70,-,-,-,-,-,-,4.90
2427,SB10708954,2427,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",5.05,-,-,4.75,-,-,-,-,-,-,4.90
2428,SB9539378,2428,"ŞCOALA GIMNAZIALĂ ""AUREL DECEI"" GURA RÂULUI",4.90,-,-,4.90,-,-,-,-,-,-,4.90
2429,SB9803080,2429,ŞCOALA GIMNAZIALĂ TĂLMACIU,5.55,-,-,4.20,-,-,-,-,-,-,4.87
2430,SB10089316,2430,"ŞCOALA GIMNAZIALĂ ""MIHAI VITEAZU"" ŞELIMBĂR",5.55,-,-,4.10,4.20,4.20,-,-,-,-,4.87
2431,SB10268522,2431,ŞCOALA GIMNAZIALĂ ŞURA MICĂ,5.25,-,-,4.50,-,-,-,-,-,-,4.87
2432,SB9072897,2432,ŞCOALA GIMNAZIALĂ NR. 10 SIBIU,5.25,-,-,4.50,-,-,-,-,-,-,4.87
2433,SB9849175,2433,"ŞCOALA GIMNAZIALĂ ""REGELE FERDINAND"" SIBIU",5.20,-,-,4.55,-,-,-,-,-,-,4.87
2434,SB9082912,2434,ŞCOALA GIMNAZIALĂ NR. 18 SIBIU,4.55,-,-,5.20,-,-,-,-,-,-,4.87
2435,SB12070926,2435,ŞCOALA GIMNAZIALĂ BIERTAN,3.95,-,-,5.80,-,-,-,-,-,-,4.87
2436,SB9588284,2436,"LICEUL TEORETIC ""GUSTAV GÜNDISCH"" CISNĂDIE",5.90,-,-,4.50,-,-,Limba germana,4.20,-,-,4.86
2437,SB9835019,2437,ŞCOALA GIMNAZIALĂ PORUMBACU DE JOS,6.20,-,-,3.50,3.50,3.50,-,-,-,-,4.85
2438,SB9899561,2438,"ŞCOALA GIMNAZIALĂ ""ION POP RETEGANUL"" ORLAT",5.70,5.65,5.65,4.05,4.05,4.05,-,-,-,-,4.85
2439,SB8356157,2439,"ŞCOALA GIMNAZIALĂ ""ANDREI ȘAGUNA"" ŞURA MARE",5.20,-,-,4.50,-,-,-,-,-,-,4.85
2440,SB9525588,2440,"ŞCOALA GIMNAZIALĂ ""AUREL DECEI"" GURA RÂULUI",5.10,-,-,4.60,-,-,-,-,-,-,4.85
2441,SB9859817,2441,"ŞCOALA GIMNAZIALĂ ""STEPHAN LUDWIG ROTH"" MOŞNA",4.70,-,-,5.00,-,-,-,-,-,-,4.85
2442,SB12579249,2442,ŞCOALA GIMNAZIALĂ BUZD,6.00,-,-,3.65,-,-,-,-,-,-,4.82
2443,SB12067572,2443,ŞCOALA GIMNAZIALĂ HOSMAN,5.10,-,-,4.55,-,-,-,-,-,-,4.82
2444,SB14284130,2444,"ŞCOALA GIMNAZIALĂ ""IOAN SLAVICI"" SIBIU",5.05,-,-,4.75,4.60,4.60,-,-,-,-,4.82
2445,SB9594055,2445,"ŞCOALA GIMNAZIALĂ ""STEPHAN LUDWIG ROTH"" MOŞNA",5.00,-,-,4.65,-,-,-,-,-,-,4.82
2446,SB12854844,2446,"ŞCOALA GIMNAZIALĂ ""REGELE FERDINAND"" SIBIU",4.15,-,-,5.50,-,-,-,-,-,-,4.82
2447,SB10491618,2447,"ŞCOALA GIMNAZIALĂ ""CORNELIU PĂCURARIU"" MICĂSASA",5.60,-,-,4.00,-,-,-,-,-,-,4.80
2448,SB9701346,2448,ŞCOALA GIMNAZIALĂ CRISTIAN,5.55,-,-,4.05,-,-,-,-,-,-,4.80
2449,SB10398943,2449,ŞCOALA GIMNAZIALĂ NOCRICH,5.35,-,-,4.25,-,-,-,-,-,-,4.80
2450,SB10390286,2450,ŞCOALA GIMNAZIALĂ NOIŞTAT,5.30,-,-,4.30,-,-,-,-,-,-,4.80
2451,SB10392008,2451,ŞCOALA GIMNAZIALĂ POPLACA,5.05,-,-,4.55,-,-,-,-,-,-,4.80
2452,SB9626727,2452,"ŞCOALA GIMNAZIALĂ ""VIOREL CUCU PALTIN"" ARPAȘU DE JOS",4.65,-,-,4.95,-,-,-,-,-,-,4.80
2453,SB12293459,2453,"ŞCOALA GIMNAZIALĂ ""STEPHAN LUDWIG ROTH"" MOŞNA",4.60,-,-,5.00,-,-,-,-,-,-,4.80
2454,SB10399098,2454,ŞCOALA GIMNAZIALĂ NOCRICH,4.50,-,-,5.10,-,-,-,-,-,-,4.80
2455,SB10589610,2455,ŞCOALA GIMNAZIALĂ NR. 3 CISNĂDIE,4.40,-,-,5.20,-,-,-,-,-,-,4.80
2456,SB10489565,2456,"ŞCOALA GIMNAZIALĂ ""CORNELIU PĂCURARIU"" MICĂSASA",4.10,-,-,5.50,-,-,-,-,-,-,4.80
2457,SB10335674,2457,"ŞCOALA GIMNAZIALĂ ""CONSTANTIN IOAN MOTAŞ"" MEDIAŞ",3.60,-,-,6.00,-,-,-,-,-,-,4.80
2458,SB9378857,2458,ŞCOALA GIMNAZIALĂ DAIA,6.05,-,-,3.50,-,-,-,-,-,-,4.77
2459,SB10287775,2459,"ŞCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" MEDIAŞ",5.65,-,-,3.90,-,-,-,-,-,-,4.77
2460,SB9383860,2460,ŞCOALA GIMNAZIALĂ NR. 2 CISNĂDIE,5.50,-,-,4.05,-,-,-,-,-,-,4.77
2461,SB8223696,2461,ŞCOALA GIMNAZIALĂ RACOVIŢA,5.05,-,-,4.50,-,-,-,-,-,-,4.77
2462,SB10114945,2462,ŞCOALA GIMNAZIALĂ NR. 18 SIBIU,4.95,-,-,4.60,-,-,-,-,-,-,4.77
2463,SB10123800,2463,ŞCOALA GIMNAZIALĂ NR. 13 SIBIU,4.80,5.55,5.55,4.00,-,-,-,-,-,-,4.77
2464,SB10099139,2464,"ŞCOALA GIMNAZIALĂ ""GEORGE POPA"" MEDIAŞ",6.50,-,-,3.00,-,-,-,-,-,-,4.75
2465,SB12579461,2465,ŞCOALA GIMNAZIALĂ NR. 7 MEDIAŞ,6.50,-,-,3.00,-,-,-,-,-,-,4.75
2466,SB10382782,2466,ŞCOALA GIMNAZIALĂ NOIŞTAT,6.00,-,-,3.50,-,-,-,-,-,-,4.75
2467,SB10663566,2467,"ŞCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" MEDIAŞ",6.00,-,-,3.50,-,-,-,-,-,-,4.75
2468,SB12335660,2468,"ŞCOALA GIMNAZIALĂ ""IOAN MORARU"" DÂRLOS",6.00,-,-,3.50,-,-,-,-,-,-,4.75
2469,SB10592012,2469,"LICEUL ""TIMOTEI CIPARIU"" DUMBRĂVENI",5.80,-,-,3.70,-,-,-,-,-,-,4.75
2470,SB10064207,2470,"LICEUL TEORETIC ""GHEORGHE LAZĂR"" AVRIG",5.60,-,-,3.90,-,-,-,-,-,-,4.75
2471,SB10465005,2471,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",5.40,-,-,4.00,4.10,4.10,-,-,-,-,4.75
2472,SB12257804,2472,ŞCOALA GIMNAZIALĂ CAŞOLŢ,4.95,-,-,4.55,-,-,-,-,-,-,4.75
2473,SB10046835,2473,ŞCOALA GIMNAZIALĂ MERGHINDEAL,4.90,-,-,4.60,-,-,-,-,-,-,4.75
2474,SB7867118,2474,ŞCOALA GIMNAZIALĂ OCNA SIBIULUI,4.00,-,-,5.50,-,-,-,-,-,-,4.75
2475,SB9168728,2475,ŞCOALA GIMNAZIALĂ NR. 3 CISNĂDIE,4.00,-,-,5.50,-,-,-,-,-,-,4.75
2476,SB10098027,2476,"LICEUL TEORETIC ""ROTH - OBERTH"" MEDIAŞ",5.55,-,-,4.55,-,-,Limba germana,4.10,-,-,4.73
2477,SB658501,2477,ŞCOALA GIMNAZIALĂ NR. 10 SIBIU,6.25,-,-,3.20,-,-,-,-,-,-,4.72
2478,SB10055021,2478,ŞCOALA GIMNAZIALĂ NR. 8 SIBIU,5.75,-,-,3.70,-,-,-,-,-,-,4.72
2479,SB7885279,2479,"ŞCOALA GIMNAZIALĂ ""RADU SELEJAN"" SIBIU",5.30,-,-,4.15,-,-,-,-,-,-,4.72
2480,SB11077795,2480,ŞCOALA GIMNAZIALĂ NR. 13 SIBIU,5.20,-,-,4.25,-,-,-,-,-,-,4.72
2481,SB9805617,2481,ŞCOALA GIMNAZIALĂ TĂLMACIU,4.80,-,-,4.65,-,-,-,-,-,-,4.72
2482,SB14353708,2482,"ŞCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" MEDIAŞ",4.75,-,-,4.70,-,-,-,-,-,-,4.72
2483,SB3975651,2483,ŞCOALA GIMNAZIALĂ NR. 13 SIBIU,4.30,-,-,5.15,-,-,-,-,-,-,4.72
2484,SB9817790,2484,ŞCOALA GIMNAZIALĂ AVRIG,5.90,-,-,3.50,-,-,-,-,-,-,4.70
2485,SB10112096,2485,ŞCOALA GIMNAZIALĂ NR. 13 SIBIU,5.15,-,-,4.25,-,-,-,-,-,-,4.70
2486,SB10087786,2486,ŞCOALA GIMNAZIALĂ NR. 1 SIBIU,4.85,-,-,4.55,-,-,-,-,-,-,4.70
2487,SB10333190,2487,"LICEUL ""TIMOTEI CIPARIU"" DUMBRĂVENI",4.85,-,-,4.55,-,-,-,-,-,-,4.70
2488,SB10063419,2488,ŞCOALA GIMNAZIALĂ SĂCEL,4.40,-,-,5.00,-,-,-,-,-,-,4.70
2489,SB10367659,2489,ŞCOALA GIMNAZIALĂ NR. 13 SIBIU,3.50,-,-,5.90,-,-,-,-,-,-,4.70
2490,SB10107905,2490,"ŞCOALA GIMNAZIALĂ ""IOAN MORARU"" DÂRLOS",6.30,-,-,3.05,-,-,-,-,-,-,4.67
2491,SB12051063,2491,ŞCOALA GIMNAZIALĂ BUZD,6.25,-,-,3.10,-,-,-,-,-,-,4.67
2492,SB9539727,2492,"ŞCOALA GIMNAZIALĂ ""AUREL DECEI"" GURA RÂULUI",4.85,-,-,4.50,-,-,-,-,-,-,4.67
2493,SB10805467,2493,ŞCOALA GIMNAZIALĂ NR. 1 SIBIU,4.30,-,-,5.05,-,-,-,-,-,-,4.67
2494,SB10418595,2494,ŞCOALA GIMNAZIALĂ CHIRPĂR,6.20,-,-,3.10,-,-,-,-,-,-,4.65
2495,SB9472516,2495,"ŞCOALA GIMNAZIALĂ ""AUREL DECEI"" GURA RÂULUI",5.80,-,-,3.50,-,-,-,-,-,-,4.65
2496,SB10744221,2496,"LICEUL TEORETIC ""CONSTANTIN NOICA"" SIBIU",5.30,-,-,4.00,-,-,-,-,-,-,4.65
2497,SB8933680,2497,ŞCOALA GIMNAZIALĂ ŞAROŞ PE TÂRNAVE,5.30,-,-,4.00,-,-,-,-,-,-,4.65
2498,SB9162860,2498,"ŞCOALA GIMNAZIALĂ ""MATEI BASARAB"" TURNU ROŞU",5.10,-,-,4.20,-,-,-,-,-,-,4.65
2499,SB9805787,2499,"LICEUL TEHNOLOGIC ""JOHANNES LEBEL"" TĂLMACIU",4.80,-,-,4.50,-,-,-,-,-,-,4.65
2500,SB9839005,2500,ŞCOALA GIMNAZIALĂ PORUMBACU DE JOS,4.80,-,-,4.50,-,-,-,-,-,-,4.65
2501,SB10378637,2501,ŞCOALA GIMNAZIALĂ NR. 7 MEDIAŞ,4.30,-,-,5.00,-,-,-,-,-,-,4.65
2502,SB8996015,2502,ŞCOALA GIMNAZIALĂ VEŞTEM,4.25,-,-,5.05,-,-,-,-,-,-,4.65
2503,SB10344164,2503,"ŞCOALA GIMNAZIALĂ ""REGELE FERDINAND"" SIBIU",6.25,-,-,3.00,-,-,-,-,-,-,4.62
2504,SB10019173,2504,ŞCOALA GIMNAZIALĂ NR. 18 SIBIU,5.65,-,-,3.60,-,-,-,-,-,-,4.62
2505,SB12293447,2505,ŞCOALA GIMNAZIALĂ BRATEIU,5.50,-,-,3.75,-,-,-,-,-,-,4.62
2506,SB12432132,2506,ŞCOALA GIMNAZIALĂ ŞURA MICĂ,5.25,-,-,4.00,-,-,-,-,-,-,4.62
2507,SB9712115,2507,ŞCOALA GIMNAZIALĂ TĂLMACIU,5.25,-,-,4.00,-,-,-,-,-,-,4.62
2508,SB10420516,2508,ŞCOALA GIMNAZIALĂ CHIRPĂR,4.65,-,-,4.60,-,-,-,-,-,-,4.62
2509,SB9815864,2509,ŞCOALA GIMNAZIALĂ AVRIG,4.65,-,-,4.60,-,-,-,-,-,-,4.62
2510,SB10296960,2510,"ŞCOALA GIMNAZIALĂ ""REGELE FERDINAND"" SIBIU",4.25,-,-,5.00,-,-,-,-,-,-,4.62
2511,SB10436013,2511,"ŞCOALA GIMNAZIALĂ ""IOAN SLAVICI"" SIBIU",4.25,-,-,5.00,-,-,-,-,-,-,4.62
2512,SB8355922,2512,"ŞCOALA GIMNAZIALĂ ""ANDREI ȘAGUNA"" ŞURA MARE",4.25,-,-,5.00,-,-,-,-,-,-,4.62
2513,SB4636151,2513,ŞCOALA GIMNAZIALĂ OCNA SIBIULUI,3.45,-,-,5.80,-,-,-,-,-,-,4.62
2514,SB10167713,2514,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",7.15,-,-,5.20,-,-,Limba germana,1.50,-,-,4.61
2515,SB10661460,2515,ŞCOALA GIMNAZIALĂ APOLDU DE JOS,5.70,-,-,3.50,-,-,-,-,-,-,4.60
2516,SB12496653,2516,ŞCOALA GIMNAZIALĂ BUZD,5.55,-,-,3.65,-,-,-,-,-,-,4.60
2517,SB12033180,2517,ŞCOALA GIMNAZIALĂ VURPĂR,5.50,-,-,3.70,-,-,-,-,-,-,4.60
2518,SB3975701,2518,ŞCOALA GIMNAZIALĂ NR. 18 SIBIU,5.50,-,-,3.70,-,-,-,-,-,-,4.60
2519,SB9844136,2519,ŞCOALA GIMNAZIALĂ SCOREIU,5.50,-,-,3.70,-,-,-,-,-,-,4.60
2520,SB7965382,2520,ŞCOALA GIMNAZIALĂ ȘEICA MICĂ,5.00,-,-,4.20,-,-,-,-,-,-,4.60
2521,SB12092330,2521,ŞCOALA GIMNAZIALĂ NR. 7 MEDIAŞ,4.70,-,-,4.50,-,-,-,-,-,-,4.60
